Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Cumulative_Return
2023-11-13 05:00:00+00:00,48.2915356693,49.0870682004,48.0706651835,48.5913581848,384136000,0.0,0.0,,
2023-11-14 05:00:00+00:00,49.6507350675,49.804643679,49.0111126854,49.6267471313,416954000,0.0,0.0,0.021308088211123177,0.021308088211123177
2023-11-15 05:00:00+00:00,49.9055874948,49.9305704812,48.1716088749,48.8592033386,475497000,0.0,0.0,-0.015466332916587833,0.005512197308445987
2023-11-16 05:00:00+00:00,48.6503283648,49.4958307321,48.3015349058,49.4508552551,339756000,0.0,0.0,0.012109323854500698,0.017688270145304497
2023-11-17 05:00:00+00:00,49.4948314999,49.6877186271,48.9781376909,49.2689666748,325205000,0.0,0.0,-0.0036781685445419487,0.013945041161906646
2023-11-20 05:00:00+00:00,49.2829565947,50.518228679,49.1520332323,50.3793106079,414120000,0.0,0.0,0.022536375492281602,0.03679568733806837
2023-11-21 05:00:00+00:00,50.0964694722,50.4872379693,49.1930027032,49.9145774841,565747000,0.0,0.0,-0.009224682080646196,0.02723157673978971
2023-11-22 05:00:00+00:00,49.8226340188,50.3053473852,47.6619050631,48.6873016357,899420000,0.0,0.0,-0.024587523530394284,0.0019744961755361334
2023-11-24 05:00:00+00:00,48.4414436787,48.8921781721,47.7168685465,47.7478523254,294645000,0.0,0.0,-0.019295571509166498,-0.01735917436578005
2023-11-27 05:00:00+00:00,47.7718401266,48.5014096241,47.6239285033,48.2135810852,395662000,0.0,0.0,0.009753920587382225,-0.0077745737866241615
2023-11-28 05:00:00+00:00,48.2075840431,48.2945345905,47.4450330414,47.7928276062,401491000,0.0,0.0,-0.008726866362746777,-0.016433592482907766
2023-11-29 05:00:00+00:00,48.3505100331,48.7332838954,47.8318146784,48.1116485596,382005000,0.0,0.0,0.00667089539097776,-0.009872323868281407
2023-11-30 05:00:00+00:00,47.9957098528,48.0816615432,46.3946561296,46.7424507141,526247000,0.0,0.0,-0.02845875970772138,-0.03805012948327857
2023-12-01 05:00:00+00:00,46.4975969626,47.1721986057,46.1597948038,46.7374534607,369317000,0.0,0.0,-0.0001069103849639097,-0.03815297191425149
2023-12-04 05:00:00+00:00,46.0498598167,46.0498598167,44.9834869492,45.4831924438,437543000,0.0,0.0,-0.026836314861584665,-0.06396540160864006
2023-12-05 05:00:00+00:00,45.4432125933,46.5766431176,45.2483106299,46.5426635742,371718000,0.004,0.0,0.023293684402410975,-0.042161707083974265
2023-12-06 05:00:00+00:00,47.1913379064,47.3632525915,45.3892400938,45.4801940918,380590000,0.0,0.0,-0.022827861596407595,-0.06402710706640058
2023-12-07 05:00:00+00:00,45.6770999963,46.6056353183,45.5811474319,46.5726509094,350823000,0.0,0.0,0.024020495941484254,-0.04154457399034983
2023-12-08 05:00:00+00:00,46.5716464988,47.7170719999,46.5266670714,47.4821891785,359224000,0.0,0.0,0.01952945025331232,-0.022826466428077063
2023-12-11 05:00:00+00:00,47.4671992672,47.507176322,45.80703244,46.6036300659,509728000,0.0,0.0,-0.018502919258782113,-0.0409070294215772
2023-12-12 05:00:00+00:00,46.022921299,47.6421082213,46.022921299,47.6331138611,372387000,0.0,0.0,0.02209020614369006,-0.01972046799053573
2023-12-13 05:00:00+00:00,47.6051341847,48.5696507648,47.5841447996,48.0639038086,447792000,0.0,0.0,0.00904391740494237,-0.010854900869286532
2023-12-14 05:00:00+00:00,48.3657522037,48.6456106817,47.3982387423,48.3257713318,391232000,0.0,0.0,0.005448319891842468,-0.005465721949774127
2023-12-15 05:00:00+00:00,48.1698472518,49.3792399309,48.0958830262,48.8654975891,479948000,0.0,0.0,0.011168497520594123,0.005641731668775796
2023-12-18 05:00:00+00:00,49.3752439211,50.4077233493,49.1253692126,50.051902771,412587000,0.0,0.0,0.024278995209999543,0.03005770245493755
2023-12-19 05:00:00+00:00,49.3992258154,49.6750884455,48.8704916498,49.5791358948,464444000,0.0,0.0,-0.009445532537754486,0.020328258910634833
2023-12-20 05:00:00+00:00,49.6301083057,49.9739376385,48.0738895734,48.0868835449,397894000,0.0,0.0,-0.03009839366838407,-0.010381982697034386
2023-12-21 05:00:00+00:00,48.7865353381,49.0703933856,48.3947297152,48.9654464722,300425000,0.0,0.0,0.01827032368358128,0.00769865880219478
2023-12-22 05:00:00+00:00,49.1703454922,49.358251001,48.4427096908,48.8055305481,252507000,0.0,0.0,-0.003265893310924639,0.004407622492984986
2023-12-26 05:00:00+00:00,48.9434542231,49.5751374146,48.9354588125,49.2542991638,244200000,0.0,0.0,0.009195036108821997,0.01364318684978394
2023-12-27 05:00:00+00:00,49.4861932858,49.6551073245,49.0604042389,49.3922386169,233648000,0.0,0.0,0.0028005566101199086,0.016481951977019182
2023-12-28 05:00:00+00:00,49.6181224946,49.8589990309,49.3872354562,49.4971809387,246587000,0.0,0.0,0.0021246723116552513,0.018641643035681943
2023-12-29 05:00:00+00:00,49.7880354673,49.9719451756,48.7265674242,49.4971809387,389293000,0.0,0.0,0.0,0.018641643035681943
2024-01-02 05:00:00+00:00,49.2193169392,49.2702900649,47.5711452052,48.1438560486,411254000,0.0,0.0,-0.027341453885546096,-0.009209500473275067
2024-01-03 05:00:00+00:00,47.4611970456,48.1598441455,47.2962788427,47.5451545715,320896000,0.0,0.0,-0.012435677700922576,-0.021530651794525513
2024-01-04 05:00:00+00:00,47.7430585833,48.4756929289,47.4841895166,47.9739456177,306535000,0.0,0.0,0.009018606629097592,-0.012706221644430804
2024-01-05 05:00:00+00:00,48.4377152305,49.5221705713,48.2817913657,49.0723953247,415039000,0.0,0.0,0.022896797268947777,0.009899643843470196
2024-01-08 05:00:00+00:00,49.4871868602,52.2488026017,49.4542024534,52.2268104553,642510000,0.0,0.0,0.06428084689422664,0.07481684822790635
2024-01-09 05:00:00+00:00,52.3747409141,54.2977765137,51.6640948736,53.113368988,773100000,0.0,0.0,0.016975161319850995,0.09306203761586884
2024-01-10 05:00:00+00:00,53.5891320258,54.5726362507,53.4621929559,54.3227615356,533796000,0.0,0.0,0.022770021383377914,0.11795108358574091
2024-01-11 05:00:00+00:00,54.971438397,55.3182646237,53.5331603598,54.7945251465,596759000,0.0,0.0,0.008684455605056707,0.12765988013976637
2024-01-12 05:00:00+00:00,54.592623995,54.9424508666,54.3027722375,54.6825790405,352994000,0.0,0.0,-0.0020430162630425963,0.12535605266546024
2024-01-16 05:00:00+00:00,54.9904296524,56.8065166043,54.8724887569,56.3537445068,449580000,0.0,0.0,0.030561204237683492,0.1597482888310826
2024-01-17 05:00:00+00:00,56.3187613515,56.4426997569,54.7125682686,56.0249099731,474394000,0.0,0.0,-0.005835185160771639,0.15298094282586527
2024-01-18 05:00:00+00:00,57.2313076152,57.5711374072,56.0788854596,57.0783843994,491650000,0.0,0.0,0.018803679056437872,0.1746612264329519
2024-01-19 05:00:00+00:00,57.9599355123,59.4701798161,57.1963184745,59.4611854553,543501000,0.0,0.0,0.04174611949817275,0.223698774361492
2024-01-22 05:00:00+00:00,60.0189060482,60.3007662177,59.0403965855,59.6241035461,452955000,0.0,0.0,0.002739906538232084,0.22705159463419156
2024-01-23 05:00:00+00:00,59.5401451406,59.8799748961,58.5556381807,59.8429946899,294654000,0.0,0.0,0.003671185490122353,0.23155632864404407
2024-01-24 05:00:00+00:00,60.2737770247,62.8174996631,59.907959332,61.3312454224,560271000,0.0,0.0,0.02486925562819775,0.2621842178016176
2024-01-25 05:00:00+00:00,62.3187511506,62.6875695168,60.8195028905,61.5861206055,482777000,0.0,0.0,0.004155715106461955,0.2674294958226737
2024-01-26 05:00:00+00:00,60.9294484237,61.7520378303,60.542645148,61.0004119873,390309000,0.0,0.0,-0.00951039962318545,0.25537573482318754
2024-01-29 05:00:00+00:00,61.2013054595,62.4576753486,60.8764714184,62.4336891174,348733000,0.0,0.0,0.023496187704411087,0.2848722787281561
2024-01-30 05:00:00+00:00,62.8684785698,63.4611798873,62.2287961093,62.7425384521,410735000,0.0,0.0,0.004946837822112915,0.2912283335131529
2024-01-31 05:00:00+00:00,61.4092042203,62.2377910955,60.6695772516,61.4961624146,453795000,0.0,0.0,-0.01986492845601917,0.26557817504752923
2024-02-01 05:00:00+00:00,62.0688773436,63.1593340101,61.6191059092,62.9954147339,369146000,0.0,0.0,0.024379607774420275,0.29643247456305466
2024-02-02 05:00:00+00:00,63.9419372328,66.5666206137,63.6580791682,66.1268463135,476578000,0.0,0.0,0.04970888108011562,0.36087668226950953
2024-02-05 05:00:00+00:00,68.1908089621,69.4621746985,67.1713234688,69.2972564697,680078000,0.0,0.0,0.04794437256495554,0.4261230609391995
2024-02-06 05:00:00+00:00,69.5951048741,69.7190432853,66.2667793702,68.1888122559,683111000,0.0,0.0,-0.015995499248728007,0.4033115105893528
2024-02-07 05:00:00+00:00,68.2847515755,70.1847995705,67.5661102448,70.0638580322,495575000,0.0,0.0,0.027497850662998813,0.44189956094120597
2024-02-08 05:00:00+00:00,70.0388759961,70.7585163479,69.4201905739,69.6060943604,414422000,0.0,0.0,-0.006533520771716983,0.4324788802090671
2024-02-09 05:00:00+00:00,70.4976583326,72.1488310662,70.1768200157,72.096862793,436637000,0.0,0.0,0.03578376944558248,0.48373837419413457
2024-02-12 05:00:00+00:00,72.5636129543,74.5736066716,71.2142910697,72.2117919922,613710000,0.0,0.0,0.0015940943162808807,0.4861035931032853
2024-02-13 05:00:00+00:00,70.3647269138,73.413194106,69.5851189605,72.0918579102,602580000,0.0,0.0,-0.0016608656106049668,0.4836353747517037
2024-02-14 05:00:00+00:00,73.1653201817,74.198798603,71.9019536637,73.8629684448,504917000,0.0,0.0,0.02456741421210351,0.5200844595429581
2024-02-15 05:00:00+00:00,73.8319735011,73.937915545,72.363708127,72.6215744019,420122000,0.0,0.0,-0.016806717480190803,0.4945368294853911
2024-02-16 05:00:00+00:00,74.0628610072,74.3647116029,72.4646633707,72.5766067505,495327000,0.0,0.0,-0.0006192051297475576,0.493611404613977
2024-02-20 05:00:00+00:00,71.9109350487,71.9199332216,67.7000493838,69.4171905518,704833000,0.0,0.0,-0.043532156436594915,0.428591279292839
2024-02-21 05:00:00+00:00,67.9719233058,68.8534851751,66.2148085181,67.4381942749,673755000,0.0,0.0,-0.02850873481293159,0.3878639493554128
2024-02-22 05:00:00+00:00,74.9874020522,78.5356183615,74.1828051804,78.4986419678,865100000,0.0,0.0,0.1640086572872046,0.6154856521865111
2024-02-23 05:00:00+00:00,80.7495148155,82.3527072855,77.5311272263,78.7775039673,829388000,0.0,0.0,0.0035524436157048367,0.6212245738778839
2024-02-26 05:00:00+00:00,79.6600575647,80.6055902753,78.46565671,79.0523681641,503973000,0.0,0.0,0.003489120408207924,0.6268812216248894
2024-02-27 05:00:00+00:00,79.3412196219,79.4401766634,77.1233373987,78.6615600586,391705000,0.0,0.0,-0.00494366095002674,0.6188384724592106
2024-02-28 05:00:00+00:00,77.5810991272,78.8934369563,77.086344479,77.6240768433,393110000,0.0,0.0,-0.013189202127787847,0.5974872846337067
2024-02-29 05:00:00+00:00,79.0543684545,79.9499155725,78.3107379722,79.0723571777,507289000,0.0,0.0,0.01865761749828776,0.6272925913487808
2024-03-01 05:00:00+00:00,79.9598979014,82.2587480163,79.3951786823,82.2377548218,479135000,0.0,0.0,0.040031659066219305,0.6924358135666397
2024-03-04 05:00:00+00:00,84.0878199929,87.651035176,83.6770305557,85.1942672729,615616000,0.0,0.0,0.035950792400722076,0.7532802221517212
2024-03-05 05:00:00+00:00,85.2312646361,86.0578924671,83.3791094927,85.924949646,520639000,0.004,0.0,0.00857666127650858,0.7683175127399182
2024-03-06 05:00:00+00:00,87.9820203113,89.6832430511,86.990466522,88.6597061157,582520000,0.0,0.0,0.03182726880803366,0.8245982295558452
2024-03-07 05:00:00+00:00,90.1170314434,92.7248471339,89.5612843208,92.6268920898,608119000,0.0,0.0,0.04474621164345893,0.9062420880998314
2024-03-08 05:00:00+00:00,95.094778823,97.3557522223,86.4666966009,87.4882354736,1142269000,0.0,0.0,-0.05547694087822963,0.8004896084787241
2024-03-11 04:00:00+00:00,86.3897323121,88.7566526419,84.1277600057,85.7350311279,678364000,0.0,0.0,-0.02003931541434545,0.7644090293141677
2024-03-12 04:00:00+00:00,88.0090106311,91.9182296909,86.1108711066,91.8712539673,668075000,0.0,0.0,0.07157194391457034,0.8906912134026028
2024-03-13 04:00:00+00:00,91.0136417976,91.462435354,88.3948290944,90.8467178345,635713000,0.0,0.0,-0.011151868387087371,0.8696064738301146
2024-03-14 04:00:00+00:00,89.536306426,90.6048209968,86.5606539483,87.904045105,602318000,0.0,0.0,-0.03239162404150708,0.8090468838242417
2024-03-15 04:00:00+00:00,86.8905030432,89.5053117607,86.217812303,87.797088623,642086000,0.0,0.0,-0.0012167412986767712,0.8068457417694503
2024-03-18 04:00:00+00:00,90.3469383297,92.3630203232,87.0454374389,88.4148178101,668976000,0.0,0.0,0.007035873248058877,0.8195584793873352
2024-03-19 04:00:00+00:00,86.6606187165,90.5028745811,84.9713914825,89.3573989868,672171000,0.0,0.0,0.010660895990584951,0.8389566030848705
2024-03-20 04:00:00+00:00,89.7562045087,90.3689326268,88.1829220394,90.330947876,479063000,0.0,0.0,0.010895000304829816,0.858992035836049
2024-03-21 04:00:00+00:00,92.2580756985,92.6059171921,90.3639322333,91.3934631348,480372000,0.0,0.0,0.011762472151388925,0.8808583778872243
2024-03-22 04:00:00+00:00,91.0995974211,94.7349463262,90.792737671,94.2461700439,586719000,0.0,0.0,0.031213467695084596,0.9395664901044365
2024-03-25 04:00:00+00:00,93.8983168748,96.7220301978,93.4675129571,94.9588317871,552136000,0.0,0.0,0.0075617050843344025,0.9542329198940638
2024-03-26 04:00:00+00:00,95.8074499566,96.331213962,92.4599724833,92.5189437866,513648000,0.0,0.0,-0.02569416614107345,0.9040205345719505
2024-03-27 04:00:00+00:00,93.0696910744,93.1976312663,89.0825051913,90.2089920044,586067000,0.0,0.0,-0.02496733844614607,0.8564822094768807
2024-03-28 04:00:00+00:00,89.95910798,91.2585203678,89.1524754382,90.3149490356,435212000,0.0,0.0,0.0011745728318837134,0.8586627830430076
2024-04-01 04:00:00+00:00,90.2579789035,92.1830987574,89.1634751644,90.3219451904,452441000,0.0,0.0,7.74639732925575e-05,0.8588067624471931
2024-04-02 04:00:00+00:00,88.4078124238,90.0530682987,87.5801933164,89.4113616943,433064000,0.0,0.0,-0.010081531062915872,0.8400671443316237
2024-04-03 04:00:00+00:00,88.4438063003,90.3329471364,88.3598448243,88.9235839844,370067000,0.0,0.0,-0.005455433187201986,0.8300287809657569
2024-04-04 04:00:00+00:00,90.3649211636,90.5928220226,85.8409766307,85.8659667969,434965000,0.0,0.0,-0.03438477230108494,0.7671036580278174
2024-04-05 04:00:00+00:00,86.826530518,88.4408022477,85.8869627843,87.9680175781,399678000,0.0,0.0,0.024480604593575706,0.8103634239558577
2024-04-08 04:00:00+00:00,88.6596960556,88.7896418706,86.6925955251,87.0934143066,283220000,0.0,0.0,-0.009942286930855415,0.7923642713457628
2024-04-09 04:00:00+00:00,87.4022646384,87.5951777256,82.9842750713,85.3152084351,501700000,0.0,0.0,-0.020417225408571937,0.7557691660034256
2024-04-10 04:00:00+00:00,83.8878736337,87.3602943662,83.6709693528,86.999458313,431929000,0.0,0.0,0.01974149637319611,0.7904306766262517
2024-04-11 04:00:00+00:00,87.3802893069,90.6977819587,86.8865180285,90.574836731,431637000,0.0,0.0,0.04109655953416147,0.8640112175200114
2024-04-12 04:00:00+00:00,89.6582559673,90.1340453185,87.4902424142,88.145942688,426805000,0.0,0.0,-0.02681643302558323,0.8140250855464501
2024-04-15 04:00:00+00:00,89.0575303848,90.5718416469,85.889971057,85.9619369507,443077000,0.0,0.0,-0.024777155597852984,0.7690787037434572
2024-04-16 04:00:00+00:00,86.3937337639,88.0779658597,86.0249057253,87.375289917,370453000,0.0,0.0,0.016441613770413088,0.7981652125198702
2024-04-17 04:00:00+00:00,88.2998550494,88.734662573,83.9118504553,83.9968185425,495400000,0.0,0.0,-0.03866621075259724,0.728636977444588
2024-04-18 04:00:00+00:00,84.9314056276,86.1508526919,82.3645712872,84.6325378418,447260000,0.0,0.0,0.0075683735447473754,0.7417199478131518
2024-04-19 04:00:00+00:00,83.1122381834,84.285700974,75.571665642,76.1653900146,875198000,0.0,0.0,-0.10004601118103384,0.5674678144400076
2024-04-22 04:00:00+00:00,78.0685209711,80.0366284087,76.3653001848,79.481880188,596341000,0.0,0.0,0.043543270411459334,0.635720489345428
2024-04-23 04:00:00+00:00,80.7323110183,82.7314025961,80.2275431402,82.385559082,438559000,0.0,0.0,0.03653258940442616,0.6954775943630915
2024-04-24 04:00:00+00:00,83.9118620621,84.0438058826,79.1470292141,79.6408081055,512208000,0.0,0.0,-0.03331592341041345,0.6389911926852188
2024-04-25 04:00:00+00:00,78.8321694422,83.285147533,78.187465797,82.5944671631,424641000,0.0,0.0,0.03708725624289633,0.6997768790281857
2024-04-26 04:00:00+00:00,83.7799315265,88.2908822568,83.3491275263,87.6951522827,551011000,0.0,0.0,0.061755772448142565,0.8047479131820643
2024-04-29 04:00:00+00:00,87.5552036086,87.9520187834,85.2272593791,87.7171325684,388971000,0.0,0.0,0.0002506442503134032,0.8052002628697685
2024-04-30 04:00:00+00:00,87.2003716222,88.7786567865,86.2608037756,86.3627548218,363709000,0.0,0.0,-0.015440287512178852,0.7773274517939985
2024-05-01 04:00:00+00:00,85.038351122,85.9609283053,81.218081318,83.0032730103,559863000,0.0,0.0,-0.038899660142059034,0.7081900179580602
2024-05-02 04:00:00+00:00,84.4106327684,86.1978225027,83.1621996333,85.7780151367,377898000,0.0,0.0,0.033429309782226024,0.7652936312352865
2024-05-03 04:00:00+00:00,87.7491191533,89.2404381083,87.000458873,88.748664856,398341000,0.0,0.0,0.03463183094835931,0.8264289818464423
2024-05-06 04:00:00+00:00,89.3493937266,92.1781100212,89.0145468164,92.0981445312,376203000,0.0,0.0,0.03774118383228342,0.895360573806919
2024-05-07 04:00:00+00:00,91.0566147448,91.7393031231,88.9705648593,90.5128631592,437342000,0.0,0.0,-0.017212956678654523,0.8627358143595507
2024-05-08 04:00:00+00:00,89.4423471195,91.1525683009,89.3793722037,90.3709259033,325721000,0.0,0.0,-0.0015681445812882888,0.8598147752858911
2024-05-09 04:00:00+00:00,90.4878683449,91.030620906,88.1909158966,88.7066802979,378013000,0.0,0.0,-0.01841571931199215,0.8255649484119303
2024-05-10 04:00:00+00:00,90.2639737942,91.3594765409,89.1864606125,89.8371658325,335325000,0.0,0.0,0.012744085685582496,0.848830104539088
2024-05-13 04:00:00+00:00,90.4368995435,90.9566676175,88.4887873275,90.3579406738,289680000,0.0,0.0,0.005796875229467702,0.8595475419755849
2024-05-14 04:00:00+00:00,89.5583008235,91.6093707039,88.8936019687,91.3145065308,296507000,0.0,0.0,0.010586406129520887,0.8792334674720907
2024-05-15 04:00:00+00:00,92.4299963455,94.81891012,91.5573917922,94.5870132446,417735000,0.0,0.0,0.035837752818564494,0.9465809719677294
2024-05-16 04:00:00+00:00,94.8668837605,95.7754673635,94.0602435672,94.3161315918,323952000,0.0,0.0,-0.002863835567991857,0.9410062841442322
2024-05-17 04:00:00+00:00,94.3261217665,94.6969477535,91.7642828622,92.4369735718,359691000,0.0,0.0,-0.01992403619916261,0.9023336046761403
2024-05-20 04:00:00+00:00,93.7074076447,95.1567458326,93.3975509237,94.7369384766,318764000,0.0,0.0,0.024881438843446402,0.9496664019207226
2024-05-21 04:00:00+00:00,93.5564759184,95.3566602046,93.1376675561,95.342666626,328946000,0.0,0.0,0.0063937906284528,0.9621321606899327
2024-05-22 04:00:00+00:00,95.4156471334,95.9763893671,93.2066517153,94.9068756104,548648000,0.0,0.0,-0.004570786941689775,0.9531636726319817
2024-05-23 04:00:00+00:00,101.9816471812,106.2716970847,101.4738747391,103.7518463135,835065000,0.0,0.0,0.09319631108086712,1.1351913218584406
2024-05-24 04:00:00+00:00,104.4015448525,106.4266253884,102.9532056548,106.4206314087,429494000,0.0,0.0,0.025722772076131717,1.1901143615695395
2024-05-28 04:00:00+00:00,110.1939220305,114.886788897,109.8330859633,113.8492584229,652728000,0.0,0.0,0.06980438770064179,1.3429939535732833
2024-05-29 04:00:00+00:00,112.9986472174,115.4395315931,110.850621381,114.7728347778,557442000,0.0,0.0,0.008112273788111413,1.3620009620085596
2024-05-30 04:00:00+00:00,114.5979147166,115.7663823454,109.6131808559,110.449798584,484553000,0.0,0.0,-0.037666022645248654,1.273033780285446
2024-05-31 04:00:00+00:00,112.4688804362,112.6657971647,106.8914211452,109.5831985474,613263000,0.0,0.0,-0.007846098840469384,1.2551993325776003
2024-06-03 04:00:00+00:00,113.5693826013,114.9477539062,111.9521138377,114.9477539062,438392000,0.0,0.0,0.048954177555600165,1.365600761127875
2024-06-04 04:00:00+00:00,115.663443938,116.5470374739,113.993197678,116.3841094971,403324000,0.0,0.0,0.012495725597840623,1.395160659112972
2024-06-05 04:00:00+00:00,118.3172248758,122.3933674955,117.4146352412,122.3843765259,528402000,0.0,0.0,0.051555724013590654,1.5186449010224101
2024-06-06 04:00:00+00:00,123.9916411105,125.5299434019,118.266246532,120.943031311,664696000,0.0,0.0,-0.011777199474435895,1.4889823176177983
2024-06-07 04:00:00+00:00,119.7155957011,121.6367274037,117.9683961911,120.8330917358,412386000,0.0,0.0,-0.0009090195111556287,1.4867197841281623
2024-06-10 04:00:00+00:00,120.315319473,123.044074982,116.956845288,121.7346725464,313434100,0.0,10.0,0.007461373351029588,1.505274128856934
2024-06-11 04:00:00+00:00,121.724678417,122.8242751395,118.6958072896,120.8650054932,222551200,0.01,0.0,-0.007143955251274203,1.4873765625882052
2024-06-12 04:00:00+00:00,123.014201239,126.8327793352,122.5243857261,125.1534042358,299595000,0.0,0.0,0.035480896435662324,1.5756309128018908
2024-06-13 04:00:00+00:00,129.3418329957,129.7516840309,127.1126674008,129.5617523193,260704500,0.0,0.0,0.03522355712509673,1.6663537953921335
2024-06-14 04:00:00+00:00,129.9116488754,132.7905668615,128.272259726,131.8309326172,309320400,0.0,0.0,0.01751427606742828,1.7130530518580667
2024-06-17 04:00:00+00:00,132.9405210129,133.680235903,129.5317861849,130.9312591553,288504400,0.0,0.0,-0.006824448891007973,1.694537959967068
2024-06-18 04:00:00+00:00,131.0911910756,136.279261877,130.6413616094,135.5295410156,294335100,0.0,0.0,0.03511981699378497,1.789169640003918
2024-06-20 04:00:00+00:00,139.7479866339,140.7076208979,129.4718128096,130.731338501,517768400,0.0,0.0,-0.03540337020729445,1.6904236346679133
2024-06-21 04:00:00+00:00,127.0726865148,130.5813821684,124.253736472,126.5228881836,649445800,0.0,0.0,-0.03219159511143399,1.6038146063424512
2024-06-24 04:00:00+00:00,123.1941279062,124.4136750422,117.9960663981,118.0660400391,476060900,0.0,0.0,-0.06684046077282157,1.4297744382875188
2024-06-25 04:00:00+00:00,121.1548811779,126.4529113441,119.2755837391,126.0430603027,414192600,0.0,0.0,0.06756405365131446,1.5939398487965692
2024-06-26 04:00:00+00:00,126.0830625085,128.0723198661,122.5543772914,126.3529663086,362975900,0.0,0.0,0.002458731207856557,1.6003176496541083
2024-06-27 04:00:00+00:00,124.0538149595,126.3629604847,122.8742537886,123.9438552856,252571700,0.0,0.0,-0.019066517339340394,1.5507386480991854
2024-06-28 04:00:00+00:00,124.533640069,127.6624725112,122.704319263,123.4940261841,315516700,0.0,0.0,-0.0036292973174303356,1.541481259166173
2024-07-01 04:00:00+00:00,123.4240530786,124.7935383657,118.785780419,124.2537460327,284885500,0.0,0.0,0.00615187529368777,1.5571161349338078
2024-07-02 04:00:00+00:00,121.0849161012,123.3640739562,120.9849548437,122.6243438721,218374000,0.0,0.0,-0.013113505327808639,1.523583378874528
2024-07-03 04:00:00+00:00,121.6147228184,128.2322540283,121.3148314253,128.2322540283,215749000,0.0,0.0,0.045732437614909305,1.6389929983149294
2024-07-05 04:00:00+00:00,127.332583456,128.8020451347,125.6332192862,125.783164978,214176700,0.0,0.0,-0.019098853629754386,1.5885912573101657
2024-07-08 04:00:00+00:00,127.4425327077,130.7213179539,126.9927032956,128.1522674561,237677300,0.0,0.0,0.018834813693186625,1.6373468913694142
2024-07-09 04:00:00+00:00,130.3015002268,133.7702101897,128.6021206287,131.3311157227,285366600,0.0,0.0,0.024805244024955986,1.7027669245882917
2024-07-10 04:00:00+00:00,133.9801248223,135.0497339856,132.3707233099,134.8598022461,248978600,0.0,0.0,0.0268686251843826,1.775386556045801
2024-07-11 04:00:00+00:00,135.6994836774,136.0993287252,127.0027242382,127.3525924683,374782700,0.0,0.0,-0.055666771363793055,1.6208897471842545
2024-07-12 04:00:00+00:00,128.2122786506,131.8709207018,127.1726722674,129.1919250488,252680500,0.0,0.0,0.014442835790388964,1.6587428274275506
2024-07-15 04:00:00+00:00,130.511418214,131.3411112143,127.132678605,128.3922119141,208326200,0.0,0.0,-0.006190117024712838,1.642284898187158
2024-07-16 04:00:00+00:00,128.3921929812,128.9919604902,124.533629186,126.3129653931,214769500,0.0,0.0,-0.016194491005350864,1.5994944391698915
